320,17,8251,68,2,122,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,143,2,59,98,8,77,11,1498,8252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,1243,10,8253,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,1199,321,16,544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2263,13,63,120,371,89,314,128,15,4,8254,60,205,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,230,61,21,2763,4384,77,10,20,8255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,86,82,2,52,3,25,2494,2,2764,4,2765,39,5684,31,23,159,135,36,6,721,7,300,0,0,0,0,0,0,0,0,0,0
545,545,51,4,3668,8256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1588,85,2,72,3162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1119,21,24,20,221,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,260,23,18,137,2,105,8,201,109,114,233,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,600,4,210,12,109,351,174,10,278,248,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,5685,6,507,2,194,3163,29,617,3,314,92,396,3,4,2766,8257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,1296,2,331,629,8258,1589,26,472,1297,8259,222,1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,407,2264,1062,15,6,661,10,130,66,1937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,4,133,3,5686,38,432,1063,3,1360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,3,136,7,62,10,5,938,335,11,5687,938,58,31,24,157,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,46,76,32,17,8,397,6,79,110,1298,490,3669,3670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,9,10,166,4385,2,44,6,8260,2767,481,9,404,2,72,8261,73,18,86,12,186,3164,12,65,14,448,0,0,0,0,0,0,0
568,2,757,342,4,408,23,135,254,6,184,3,203,104,146,2,105,60,277,2265,0,0,0,0,0,0,0,0,0,0,0,0,0
100,9,26,4,396,1689,12,5688,1590,1938,8262,1812,1499,355,8263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,11,894,8,911,60,39,64,482,47,7,33,278,22,22,1813,1814,13,79,2266,7,808,441,3671,0,0,0,0,0,0,0,0,0
23,1690,8264,4,93,28,13,151,29,47,3672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,167,75,12,4,860,122,169,26,6,407,55,18,174,2768,2769,2,52,33,28,0,0,0,0,0,0,0,0,0,0,0,0,0
261,24,75,262,262,8265,11,2495,638,62,24,46,3,577,9,83,2496,861,7,269,0,0,0,0,0,0,0,0,0,0,0,0,0
66,92,8266,618,13,63,2497,7,2,52,35,8267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2498,1939,3165,1154,50,181,1442,38,5689,40,11,4,1244,89,81,17,5,130,182,8268,94,20,264,123,530,185,0,0,0,0,0,0,0
2,52,3,19,23,107,968,51,862,7,178,601,111,52,3,343,5690,109,2770,1245,0,0,0,0,0,0,0,0,0,0,0,0,0
4,240,11,4,282,5691,1443,16,863,2,8269,35,5692,87,219,43,2,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1591,6,2267,7,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1361,40,3,8270,5693,2,245,41,40,46,508,509,34,13,359,7,2771,1085,4,261,197,12,84,0,0,0,0,0,0,0,0,0
390,894,2,44,5,79,50,93,127,7,23,24,2772,27,30,22,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,8,134,306,34,8271,483,7,4386,22,251,2103,174,170,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,336,27,151,26,6,1200,8272,8273,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,385,13,187,2,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,10,63,61,17,1120,16,20,712,301,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3673,2104,10,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
320,758,43,4,260,522,19,2,72,5,95,8274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,25,58,248,412,8275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
578,3166,1815,13,4387,8276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,130,39,8,1940,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,352,30,6,206,23,544,7,939,2,183,42,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,360,11,3,2773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,27,5,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,209,17,8,841,22,156,220,3167,5,37,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,337,5,182,126,494,26,135,8277,7,23,27,45,118,220,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,8,54,304,2268,43,243,16,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,81,1816,13,1941,5694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,17,92,1086,8278,579,2,1592,3,393,8,5,523,7,176,4388,698,12,35,1201,731,473,731,2499,819,0,0,0,0,0,0,0,0
8,70,775,50,8,70,554,50,19,26,24,367,503,8,1501,548,50,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
129,10,37,18,8279,586,2,1502,2,1443,109,325,90,60,122,27,1362,820,68,129,1593,3,61,7,129,244,38,0,0,0,0,0,0
169,53,23,34,13,77,12,32,21,2269,11,3,154,338,7,306,15,241,96,387,307,3,4,8280,248,15,126,0,0,0,0,0,0
6,4389,154,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,72,114,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,8,438,35,110,674,7,8,150,161,274,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,8281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
713,675,269,12,6,775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,38,580,51,65,6,8282,650,18,38,8283,4390,491,256,2,36,5,2500,137,215,0,0,0,0,0,0,0,0,0,0,0,0,0
75,308,581,28,199,7,433,4,495,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
639,51,8,23,11,8284,18,360,16,1594,13,3168,18,2,70,2501,11,55,3,36,27,339,50,13,249,407,4391,0,0,0,0,0,0
171,3674,10,18,1595,356,9,912,16,51,504,40,118,32,538,19,2,2105,1942,98,9,68,9,4392,239,2,52,156,0,0,0,0,0
2,98,8,131,117,8,122,46,104,3,124,16,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3169,53,1498,5695,10,8285,52,9,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8286,165,7,9,2774,133,712,6,1943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
338,87,39,8,175,1692,8287,1503,110,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,531,662,7,99,121,214,12,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,103,28,3,30,8,913,34,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,288,5,792,629,1817,3170,449,99,148,78,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2270,24,1504,190,732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,339,2,36,3,203,138,55,914,42,5696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,2,821,842,332,13,4,55,90,2,42,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8288,2,117,2,29,1299,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,61,17,5,2267,745,8289,6,555,2106,745,16,8290,483,745,16,321,71,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,579,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
